"song_popularity","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","audio_mode","es_instrumental","valence_binned"
52,0.848,-9.984,0.562,136946,"4",0.961,0.414,143.27,0.297,0.0293,"8","1",0,"valence_alta"
46,0.317,-4.468,0.243,209266,"4",0.267,0.934,197.86,0.16,0.031,"1","0",0,"valence_baja"
60,0.0951,-6.125,0.704,190703,"4",0.699,0.732,105.044,0.196,0.0539,"5","1",0,"valence_alta"
63,0.0682,-6.363,0.589,214432,"4",0.717,0.866,115.001,0.0457,0.0343,"11","1",0,"valence_alta"
81,0.104,-4.344,0.728,221153,"4",0.415,0.69,94.028,0.0164,0.0524,"8","0",0,"valence_media"
11,0.0376,-5.716,0.604,330826,"4",0.867,0.965,142.433,0.0155,0.043,"11","0",0,"valence_alta"
78,0.0859,-2.907,0.746,196628,"4",0.773,0.767,94.007,0.0601,0.0374,"1","0",0,"valence_alta"
41,0.0696,-13.509,0.87,208866,"4",0.898,0.546,145.278,0.259,0.133,"11","0",0,"valence_alta"
65,0.0838,-7.811,0.788,194023,"4",0.802,0.466,104.149,0.364,0.0597,"1","0",0,"valence_alta"
33,0.097,-10.736,0.83,171288,"4",0.873,0.558,92.377,0.635,0.0905,"8","1",0,"valence_alta"
5,0.109,-4.364,0.802,276413,"4",0.683,0.505,172.095,0.078,0.0521,"0","1",0,"valence_alta"
59,0.117,-7.92,0.53,266482,"4",0.741,0.703,82.649,0.272,0.0305,"2","1",0,"valence_alta"
50,0.11,-14.274,0.585,255760,"4",0.713,0.164,99.964,0.927,0.0272,"2","0",0,"valence_alta"
54,0.244,-4.101,0.705,287718,"4",0.709,0.834,139.532,0.15,0.177,"11","0",0,"valence_alta"
70,0.0619,-7.719,0.417,222533,"4",0.305,0.673,85.819,0.621,0.0497,"6","1",0,"valence_baja"
98,0.418,-4.206,0.427,202318,"4",0.373,0.798,95.948,0.275,0.229,"11","0",0,"valence_media"
60,0.072,-6.908,0.653,221543,"4",0.385,0.66,130.008,0.0185,0.0355,"10","0",0,"valence_media"
39,0.292,-3.694,0.406,179706,"4",0.321,0.917,129.231,0.000606,0.0318,"1","1",0,"valence_baja"
79,0.76,-3.508,0.812,233297,"4",0.932,0.817,90.024,0.000477,0.136,"2","1",0,"valence_alta"
66,0.114,-3.12,0.445,252773,"4",0.333,0.938,128.004,0.000683,0.167,"7","1",0,"valence_media"
50,0.119,-2.565,0.714,227800,"4",0.678,0.986,128.039,0.0702,0.0989,"11","1",0,"valence_alta"
66,0.113,-6.294,0.498,195346,"4",0.747,0.418,190.078,0.881,0.0719,"0","1",0,"valence_alta"
61,0.95,-7.661,0.323,267333,"4",0.547,0.831,173.931,0.549,0.0683,"8","1",0,"valence_media"
6,0.132,-7.51,0.695,150906,"4",0.784,0.737,82.523,0.64,0.0916,"0","1",1,"valence_alta"
80,0.239,-5.948,0.631,212745,"4",0.418,0.44,136.033,0.328,0.028,"1","1",0,"valence_media"
55,0.108,-7.976,0.866,208840,"4",0.713,0.698,126.066,0.0327,0.272,"10","0",0,"valence_alta"
55,0.112,-3.02,0.748,517809,"4",0.431,0.753,106.914,0.0452,0.058,"7","1",0,"valence_media"
59,0.104,-3.848,0.95,150752,"4",0.515,0.711,102.05,0.263,0.341,"10","1",0,"valence_media"
2,0.082,-7.682,0.49,237760,"4",0.316,0.315,101.962,0.597,0.03,"0","0",0,"valence_baja"
60,0.1,-4.791,0.579,193729,"4",0.576,0.934,105.013,0.0434,0.338,"6","1",0,"valence_media"
2,0.448,-4.61,0.739,224754,"4",0.961,0.921,137.042,0.0629,0.0413,"7","0",0,"valence_alta"
58,0.128,-8.11,0.751,301960,"4",0.882,0.6,118.397,0.518,0.395,"10","0",0,"valence_alta"
76,0.127,-3.716,0.775,164004,"4",0.585,0.513,137.032,0.0157,0.0613,"11","0",0,"valence_media"
65,0.248,-5.144,0.69,227106,"4",0.607,0.75,110.102,0.169,0.0442,"6","1",0,"valence_media"
65,0.284,-8.755,0.542,238906,"4",0.575,0.578,139.476,0.00967,0.0362,"2","1",0,"valence_media"
48,0.0843,-6.412,0.479,255720,"4",0.562,0.822,130.035,0.00434,0.0369,"4","0",0,"valence_media"
55,0.114,-5.534,0.828,165786,"4",0.359,0.706,90.996,0.126,0.195,"10","0",0,"valence_media"
55,0.107,-13.719,0.711,402914,"3",0.329,0.425,123.994,0.18,0.0431,"10","0",1,"valence_baja"
90,0.176,-10.109,0.351,241666,"4",0.12,0.303,115.284,0.934,0.0652,"4","1",0,"valence_baja"
50,0.136,-5.728,0.668,94461,"4",0.209,0.58,85.069,0.872,0.453,"10","1",1,"valence_baja"
77,0.256,-6.075,0.762,225373,"4",0.769,0.77,147.055,0.15,0.0687,"1","0",0,"valence_alta"
66,0.387,-6.684,0.741,426333,"4",0.217,0.482,100.957,0.0246,0.102,"1","0",0,"valence_baja"
70,0.55,-6.744,0.673,173613,"4",0.54,0.71,110.017,0.00277,0.0324,"8","1",0,"valence_media"
55,0.166,-4.718,0.595,178263,"4",0.0775,0.757,172.99,0.0188,0.0519,"11","0",0,"valence_baja"
61,0.104,-7.301,0.889,272720,"4",0.471,0.597,119.999,0.0387,0.374,"9","0",0,"valence_media"
94,0.0595,-5.351,0.903,170935,"4",0.442,0.675,104.126,0.071,0.0343,"11","1",0,"valence_media"
74,0.166,-6.594,0.951,275280,"4",0.699,0.53,109.979,0.115,0.0946,"5","0",0,"valence_alta"
54,0.259,-19.087,0.761,247500,"4",0.601,0.293,143.976,0.523,0.0452,"0","1",1,"valence_media"
77,0.161,-5.835,0.56,209883,"4",0.371,0.936,112.96,0.0183,0.0439,"4","1",0,"valence_media"
43,0.125,-6.787,0.67,266482,"4",0.452,0.586,78.01,0.00759,0.0685,"1","1",0,"valence_media"
47,0.0715,-7.05,0.903,265144,"4",0.867,0.468,94.872,0.63,0.0427,"1","0",0,"valence_alta"
61,0.0426,-10.256,0.709,123520,"4",0.936,0.62,93.723,0.318,0.034,"7","1",0,"valence_alta"
69,0.37,-9.302,0.898,187105,"4",0.945,0.547,148.491,0.484,0.338,"3","0",0,"valence_alta"
55,0.0841,-4.188,0.678,178244,"4",0.643,0.729,99.895,0.0658,0.0476,"1","1",0,"valence_media"
22,0.0981,-18.512,0.558,201040,"4",0.742,0.0991,86.022,0.979,0.0353,"4","1",0,"valence_alta"
41,0.0967,-4.396,0.757,136000,"4",0.785,0.927,120.046,0.00162,0.0414,"0","1",0,"valence_alta"
71,0.0769,-7.321,0.74,210853,"4",0.967,0.831,97.003,0.444,0.0456,"5","1",0,"valence_alta"
57,0.132,-5.912,0.685,185030,"4",0.227,0.456,91.951,0.257,0.0499,"6","1",0,"valence_baja"
49,0.12,-5.353,0.565,263266,"4",0.294,0.587,139.837,0.0748,0.033,"7","1",0,"valence_baja"
29,0.355,-4.828,0.537,235668,"4",0.577,0.801,169.98,0.157,0.0749,"7","1",0,"valence_media"
84,0.0862,-10.564,0.365,279226,"4",0.372,0.711,179.972,0.192,0.0671,"3","0",0,"valence_media"
69,0.396,-6.187,0.743,172933,"4",0.458,0.669,102.048,0.128,0.0833,"7","0",0,"valence_media"
83,0.104,-8.379,0.802,287040,"4",0.291,0.463,103.961,0.236,0.162,"8","1",0,"valence_baja"
43,0.0782,-10.96,0.903,190626,"4",0.41,0.35,114.965,0.559,0.131,"1","1",1,"valence_media"
65,0.115,-4.916,0.795,253866,"4",0.516,0.705,124.997,0.204,0.0775,"1","1",0,"valence_media"
49,0.0445,-4.429,0.695,176590,"4",0.576,0.783,104.982,0.00821,0.0565,"9","1",0,"valence_media"
28,0.313,-4.411,0.669,232650,"4",0.761,0.788,79.002,0.238,0.0332,"1","1",0,"valence_alta"
75,0.285,-8.74,0.547,242733,"4",0.654,0.707,134.868,8.14e-05,0.0338,"0","1",0,"valence_media"
57,0.0929,-1.101,0.374,163293,"4",0.608,0.991,95.105,0.38,0.0813,"9","1",0,"valence_media"
75,0.107,-7.093,0.563,207333,"4",0.784,0.674,179.977,0.247,0.048,"5","0",0,"valence_alta"
66,0.0569,-3.738,0.75,160304,"4",0.553,0.875,128.065,0.0249,0.227,"9","0",0,"valence_media"
44,0.121,-6.089,0.747,185294,"4",0.401,0.385,134.979,0.18,0.26,"4","0",0,"valence_media"
19,0.0986,-7.074,0.612,234293,"4",0.7,0.668,149.986,0.397,0.0276,"6","1",0,"valence_alta"
59,0.0994,-5.713,0.736,160893,"4",0.4,0.69,115.144,0.0696,0.152,"8","1",0,"valence_media"
64,0.146,-11.448,0.438,167375,"4",0.356,0.356,111.63,0.741,0.0388,"8","0",0,"valence_media"
25,0.448,-13.124,0.903,157377,"4",0.964,0.275,112.322,0.882,0.0675,"1","1",0,"valence_alta"
58,0.264,-3.882,0.865,237654,"4",0.739,0.718,87.991,0.0023,0.204,"8","1",0,"valence_alta"
32,0.299,-11.648,0.604,241017,"4",0.323,0.672,125.483,0.0699,0.0943,"1","0",1,"valence_baja"
46,0.402,-8.958,0.313,100026,"4",0.43,0.508,89.968,0.652,0.029,"8","0",0,"valence_media"
3,0.091,-7.372,0.586,236000,"4",0.532,0.495,131.99,0.131,0.0314,"5","1",0,"valence_media"
19,0.383,-10.455,0.861,234960,"4",0.823,0.617,85.387,0.378,0.117,"6","0",0,"valence_alta"
46,0.122,-20.356,0.638,149453,"4",0.887,0.283,80.167,0.556,0.0404,"0","1",0,"valence_alta"
52,0.151,-5.688,0.459,164935,"4",0.224,0.518,77.703,0.398,0.0783,"11","0",1,"valence_baja"
29,0.102,-15.439,0.772,180000,"4",0.893,0.379,93.049,0.606,0.0657,"5","0",0,"valence_alta"
41,0.0959,-8.174,0.656,212054,"4",0.223,0.447,110.084,0.159,0.161,"1","1",0,"valence_baja"
61,0.208,-4.593,0.793,160285,"4",0.356,0.681,139.99,0.255,0.0483,"1","0",0,"valence_media"
67,0.087,-2.887,0.642,182400,"4",0.69,0.922,150.039,0.0123,0.0871,"4","1",0,"valence_alta"
41,0.171,-7.712,0.402,215120,"4",0.747,0.633,135.087,0.175,0.198,"9","1",0,"valence_alta"
86,0.0986,-10.48,0.614,258986,"4",0.187,0.267,107.989,0.607,0.043,"4","0",0,"valence_baja"
0,0.226,-4.589,0.549,211626,"5",0.77,0.656,104.813,3.4e-05,0.0295,"7","1",0,"valence_alta"
22,0.181,-7.132,0.779,193043,"4",0.311,0.584,129.03,0.104,0.136,"8","1",0,"valence_baja"
72,0.366,-5.988,0.623,247122,"4",0.777,0.794,95.948,0.448,0.0334,"2","1",0,"valence_alta"
21,0.106,-10.562,0.643,192995,"4",0.505,0.465,94.758,0.107,0.0784,"8","1",0,"valence_media"
37,0.0573,-12.684,0.648,155760,"4",0.544,0.228,110.623,0.674,0.362,"4","1",0,"valence_media"
77,0.0914,-6.063,0.694,212429,"4",0.266,0.564,109.014,0.0599,0.03,"5","1",0,"valence_baja"
9,0.313,-2.755,0.475,189120,"4",0.458,0.971,126.017,4.16e-05,0.0824,"4","0",0,"valence_media"
55,0.122,-11.739,0.432,248349,"4",0.158,0.179,131.02,0.811,0.199,"0","1",0,"valence_baja"
45,0.127,-19.316,0.759,152380,"4",0.036,0.0874,126.047,0.782,0.0391,"11","0",1,"valence_baja"
57,0.314,-5.497,0.593,174133,"4",0.962,0.797,148.959,0.105,0.0413,"7","1",0,"valence_alta"
95,0.08,-6.106,0.448,160587,"4",0.213,0.612,107.178,0.216,0.0708,"2","1",0,"valence_baja"
63,0.294,-5.141,0.452,190160,"4",0.347,0.716,129.139,0.0347,0.0313,"2","1",0,"valence_media"
53,0.139,-5.414,0.901,203427,"4",0.722,0.759,96.005,0.222,0.197,"0","1",0,"valence_alta"
59,0.249,-5.849,0.596,214840,"4",0.961,0.871,80.939,0.0255,0.0375,"2","0",0,"valence_alta"
64,0.133,-14.655,0.408,242387,"3",0.177,0.0811,111.263,0.959,0.0395,"2","1",0,"valence_baja"
5,0.108,-3.776,0.748,268360,"4",0.927,0.875,127.95,0.000478,0.0344,"1","1",0,"valence_alta"
61,0.141,-9.564,0.8,149466,"4",0.69,0.47,120.336,0.371,0.0294,"10","1",0,"valence_alta"
62,0.12,-15.385,0.534,243042,"4",0.178,0.127,128.368,0.874,0.0358,"6","1",1,"valence_baja"
93,0.263,-6.624,0.691,187026,"4",0.507,0.716,112.035,0.0085,0.0351,"7","0",0,"valence_media"
33,0.0748,-17.658,0.921,211600,"4",0.966,0.384,110.852,0.172,0.0762,"5","1",0,"valence_alta"
30,0.272,-3.438,0.531,136960,"4",0.97,0.804,174.993,0.26,0.0383,"2","1",0,"valence_alta"
39,0.21,-7.315,0.628,265640,"4",0.644,0.561,96.116,0.0198,0.0871,"11","0",0,"valence_media"
43,0.144,-11.897,0.55,176360,"3",0.353,0.338,81.642,0.861,0.0382,"8","1",0,"valence_media"
58,0.488,-4.672,0.96,235653,"4",0.727,0.805,90.999,0.00103,0.0315,"7","1",0,"valence_alta"
92,0.359,-5.144,0.8,204664,"4",0.367,0.578,143.01,0.00381,0.0485,"4","0",0,"valence_media"
48,0.151,-4.916,0.509,464879,"4",0.816,0.798,111.03,0.0185,0.0328,"10","0",0,"valence_alta"
56,0.367,-4.243,0.669,202000,"4",0.485,0.747,94.979,0.022,0.034,"9","0",0,"valence_media"
50,0.0874,-4.891,0.591,200890,"4",0.362,0.691,81.433,0.0236,0.109,"8","0",0,"valence_media"
88,0.418,-6.458,0.643,163870,"4",0.579,0.783,154.084,0.047,0.0856,"10","1",0,"valence_media"
48,0.198,-1.887,0.442,212013,"4",0.514,0.935,151.448,0.0524,0.0424,"9","0",0,"valence_media"
28,0.267,-5.976,0.828,243466,"4",0.174,0.428,104.005,0.0832,0.0654,"6","0",1,"valence_baja"
47,0.123,-6.73,0.603,316040,"4",0.68,0.794,99.981,0.304,0.0303,"5","1",0,"valence_alta"
58,0.151,-7.39,0.677,517106,"4",0.935,0.839,147.88,0.0298,0.0365,"10","1",1,"valence_alta"
69,0.131,-8.793,0.377,253240,"4",0.182,0.499,118.059,0.416,0.0403,"0","1",0,"valence_baja"
65,0.136,-5.407,0.25,244226,"4",0.322,0.944,184.052,0.0503,0.0414,"0","1",1,"valence_baja"
52,0.104,-4.756,0.698,183493,"4",0.581,0.945,122.028,0.0296,0.0289,"5","0",0,"valence_media"
43,0.456,-6.523,0.35,246266,"4",0.931,0.942,130.455,0.192,0.0416,"0","1",0,"valence_alta"
52,0.0968,-7.587,0.764,215779,"4",0.627,0.739,109.014,0.0533,0.0639,"1","1",0,"valence_media"
60,0.207,-7.416,0.833,158853,"4",0.626,0.682,99.977,0.681,0.0373,"9","1",0,"valence_media"
57,0.312,-5.219,0.706,142689,"4",0.812,0.633,125.079,0.795,0.0274,"1","1",0,"valence_alta"
42,0.0832,-8.205,0.674,161933,"4",0.688,0.797,110.062,0.00261,0.0807,"0","1",0,"valence_alta"
51,0.0543,-4.399,0.759,163216,"4",0.582,0.764,121.958,0.0476,0.038,"4","1",0,"valence_media"
12,0.211,-8.1,0.677,179239,"4",0.527,0.711,119.97,0.309,0.347,"2","1",1,"valence_media"
40,0.156,-5.408,0.372,230640,"3",0.31,0.846,171.954,0.00753,0.0642,"4","0",0,"valence_baja"
63,0.0573,-5.443,0.456,301200,"4",0.897,0.799,183.569,0.0095,0.09,"9","0",0,"valence_alta"
31,0.0795,-11.801,0.575,160440,"4",0.739,0.435,144.941,0.513,0.0326,"7","0",0,"valence_alta"
97,0.103,-5.335,0.694,184560,"4",0.163,0.673,125.905,0.332,0.149,"6","1",0,"valence_baja"
75,0.325,-5.644,0.799,175200,"4",0.91,0.676,104.956,0.0898,0.169,"2","1",0,"valence_alta"
58,0.135,-18.681,0.567,412200,"4",0.321,0.198,88.591,0.919,0.0327,"4","1",0,"valence_baja"
65,0.169,-7.681,0.644,202666,"4",0.831,0.811,154.903,0.142,0.0576,"11","1",0,"valence_alta"
43,0.125,-5.426,0.904,205000,"4",0.472,0.498,90.456,0.0812,0.315,"6","0",0,"valence_media"
43,0.0834,-3.856,0.461,211505,"4",0.185,0.914,174.987,0.00187,0.0389,"6","1",1,"valence_baja"
79,0.76,-4.692,0.638,243146,"4",0.351,0.738,97.021,0.241,0.0292,"6","0",0,"valence_media"
59,0.293,-5.388,0.751,205061,"4",0.909,0.764,87.083,0.407,0.275,"2","1",0,"valence_alta"
12,0.348,-5.419,0.442,238933,"4",0.937,0.957,125.678,0.0234,0.0584,"11","1",0,"valence_alta"
72,0.109,-6.089,0.6,200411,"4",0.491,0.769,178.081,0.25,0.264,"7","0",0,"valence_media"
76,0.396,-6.055,0.489,216279,"4",0.236,0.695,118,0.073,0.0622,"6","1",0,"valence_baja"
40,0.108,-5.673,0.694,340466,"4",0.508,0.704,98.881,0.103,0.349,"9","0",0,"valence_media"
75,0.108,-6.886,0.689,219080,"4",0.178,0.456,90.403,0.0531,0.132,"0","1",0,"valence_baja"
46,0.219,-4.776,0.525,203666,"4",0.546,0.893,72.949,0.00725,0.0287,"1","1",0,"valence_media"
77,0.3,-5.188,0.577,244506,"4",0.427,0.871,120.028,0.0572,0.0459,"5","1",0,"valence_media"
56,0.0925,-22.935,0.592,191662,"4",0.0784,0.0381,56.985,0.99,0.0437,"2","1",1,"valence_baja"
14,0.448,-6.362,0.708,190295,"4",0.811,0.937,93.019,0.21,0.0838,"8","1",0,"valence_alta"
63,0.114,-8.303,0.566,227555,"3",0.0394,0.447,83.897,0.418,0.0776,"1","1",0,"valence_baja"
72,0.284,-6.722,0.796,221228,"4",0.866,0.872,129.894,0.287,0.0573,"11","0",0,"valence_alta"
16,0.261,-6.162,0.724,250453,"4",0.467,0.687,150.053,0.0161,0.0709,"9","0",0,"valence_media"
64,0.123,-13.672,0.942,178983,"4",0.691,0.378,117.994,0.663,0.113,"10","0",0,"valence_alta"
73,0.183,-4.884,0.652,200400,"4",0.861,0.926,172.638,0.031,0.0479,"8","0",0,"valence_alta"
71,0.092,-4.754,0.778,223440,"4",0.418,0.656,119.948,0.126,0.169,"1","1",0,"valence_media"
46,0.132,-8.174,0.784,231333,"4",0.955,0.882,124.041,0.433,0.121,"1","1",0,"valence_alta"
56,0.0676,-7.491,0.657,206637,"4",0.0544,0.512,83.399,0.387,0.027,"9","1",0,"valence_baja"
81,0.104,-4.344,0.648,267080,"4",0.415,0.69,94.028,0.229,0.0524,"8","1",0,"valence_media"
61,0.138,-4.491,0.592,175026,"4",0.698,0.932,93.675,0.0111,0.0885,"6","0",0,"valence_alta"
11,0.0894,-9.057,0.622,117666,"4",0.819,0.645,175.84,0.246,0.0567,"4","1",0,"valence_alta"
76,0.152,-3.435,0.632,213800,"4",0.537,0.953,105.046,0.00148,0.483,"2","1",0,"valence_media"
23,0.0932,-3.061,0.5,171360,"4",0.447,0.95,126.342,0.00427,0.375,"10","0",0,"valence_media"
51,0.363,-6.064,0.734,242466,"4",0.22,0.589,128.034,0.00141,0.0405,"3","0",0,"valence_baja"
40,0.0994,-6.851,0.438,198160,"4",0.694,0.747,96.405,0.761,0.0485,"7","0",0,"valence_alta"
16,0.0695,-17.834,0.551,205093,"3",0.116,0.236,111.125,0.915,0.0285,"2","0",1,"valence_baja"
42,0.222,-6.367,0.732,209013,"4",0.794,0.913,152.052,0.258,0.0401,"6","1",0,"valence_alta"
40,0.232,-4.219,0.451,211485,"4",0.461,0.865,172.153,0.0103,0.061,"11","1",0,"valence_media"
74,0.301,-4.123,0.54,227266,"4",0.418,0.823,128.035,0.213,0.0394,"2","0",0,"valence_media"
46,0.0461,-10.273,0.589,147692,"4",0.0654,0.471,100.02,0.136,0.143,"11","1",0,"valence_baja"
82,0.146,-1.829,0.732,195074,"4",0.589,0.922,120.033,0.0348,0.0975,"6","0",0,"valence_media"
84,0.0931,-5.025,0.69,210090,"4",0.544,0.81,116.047,0.276,0.0622,"6","0",0,"valence_media"
81,0.229,-4.586,0.801,128266,"4",0.659,0.742,124.016,0.0563,0.0329,"7","1",0,"valence_media"
48,0.169,-4.895,0.573,182500,"4",0.627,0.833,192.012,0.255,0.402,"5","0",0,"valence_media"
94,0.35,-4.546,0.737,127920,"4",0.565,0.636,105.005,0.324,0.0437,"8","0",0,"valence_media"
65,0.127,-5.128,0.312,233200,"4",0.25,0.374,129.622,0.881,0.0431,"8","1",0,"valence_baja"
73,0.141,-6.869,0.336,234520,"4",0.299,0.708,161.01,0.0572,0.0412,"4","1",0,"valence_baja"
81,0.412,-3.42,0.617,191436,"4",0.718,0.803,141.869,0.21,0.15,"6","0",0,"valence_alta"
34,0.0895,-7.67,0.851,188745,"4",0.442,0.404,119.992,0.289,0.147,"11","1",0,"valence_media"
61,0.558,-9.441,0.758,198960,"4",0.376,0.448,77.176,0.0987,0.148,"7","1",0,"valence_media"
55,0.108,-4.966,0.41,210093,"4",0.238,0.888,159.919,0.0678,0.0744,"9","1",0,"valence_baja"
89,0.166,-4.724,0.719,187436,"4",0.628,0.813,133.002,0.0691,0.0476,"1","1",0,"valence_media"
36,0.27,-4.694,0.36,334813,"4",0.279,0.483,123.07,0.815,0.0618,"0","1",0,"valence_baja"
56,0.613,-5.463,0.619,197104,"4",0.403,0.843,171.643,0.133,0.0446,"9","1",0,"valence_media"
74,0.327,-5.21,0.522,299506,"4",0.33,0.841,129.473,0.119,0.0313,"11","1",0,"valence_baja"
58,0.126,-12.19,0.625,182805,"4",0.561,0.432,98.002,0.627,0.0313,"5","0",1,"valence_media"
69,0.126,-6.284,0.657,233880,"4",0.399,0.569,102.054,0.201,0.0542,"2","1",0,"valence_media"
44,0.171,-5.025,0.648,309253,"4",0.925,0.718,122.395,0.415,0.0864,"6","0",0,"valence_alta"
1,0.0781,-5.399,0.544,184500,"4",0.556,0.853,159.942,0.00832,0.0401,"4","0",0,"valence_media"
20,0.0956,-9.228,0.573,167346,"5",0.707,0.637,123.979,0.481,0.0311,"9","0",0,"valence_alta"
53,0.153,-5.607,0.632,253746,"4",0.388,0.838,81,0.0302,0.274,"8","1",0,"valence_media"
96,0.0916,-8.352,0.74,201707,"4",0.473,0.613,75.023,0.258,0.145,"8","1",0,"valence_media"
62,0.0816,-5.631,0.681,191181,"4",0.457,0.9,156.395,0.141,0.0739,"0","0",0,"valence_media"
62,0.33,-3.357,0.679,162466,"4",0.462,0.985,73.151,0.00542,0.0536,"5","1",0,"valence_media"
34,0.117,-5.107,0.313,280826,"4",0.594,0.772,74.89,0.102,0.0281,"5","1",0,"valence_media"
76,0.0973,-7.159,0.965,173333,"4",0.812,0.685,88.75,0.0351,0.0398,"11","0",0,"valence_alta"
1,0.0539,-6.948,0.818,182518,"4",0.867,0.574,152.024,0.0521,0.0554,"1","1",0,"valence_alta"
51,0.156,-11.033,0.703,137560,"4",0.817,0.403,118.588,0.873,0.307,"4","0",0,"valence_alta"
43,0.483,-8.692,0.686,110654,"4",0.536,0.794,145.142,0.0438,0.0703,"10","0",0,"valence_media"
11,0.077,-6.817,0.81,212564,"4",0.436,0.653,111.937,0.127,0.0264,"5","0",0,"valence_media"
90,0.124,-5.114,0.723,203417,"4",0.152,0.768,121.302,4.98e-05,0.306,"7","0",0,"valence_baja"
37,0.0999,-5.504,0.665,187591,"4",0.683,0.775,109.361,0.0205,0.0329,"7","1",0,"valence_alta"
63,0.115,-5.455,0.56,217800,"4",0.264,0.857,100.004,0.0757,0.0409,"11","1",0,"valence_baja"
48,0.12,-14.516,0.803,90201,"4",0.388,0.277,74.562,0.222,0.286,"7","0",0,"valence_media"
44,0.131,-11.563,0.354,248266,"3",0.195,0.585,169.949,0.132,0.053,"2","1",0,"valence_baja"
53,0.131,-8.533,0.576,284320,"4",0.684,0.371,110.274,0.836,0.0449,"10","1",0,"valence_alta"
84,0.0835,-6.839,0.786,229162,"4",0.496,0.65,92.975,0.275,0.109,"4","1",0,"valence_media"
54,0.113,-5.701,0.655,186109,"4",0.544,0.686,112.974,0.371,0.028,"7","1",0,"valence_media"
57,0.163,-8.639,0.693,171400,"4",0.504,0.318,126.441,0.678,0.0488,"10","1",0,"valence_media"
38,0.353,-12.447,0.628,107186,"4",0.314,0.399,87.807,0.822,0.18,"0","1",0,"valence_baja"
25,0.256,-11.494,0.604,190400,"4",0.841,0.452,149.867,0.896,0.0695,"2","1",0,"valence_alta"
0,0.172,-11.21,0.892,168438,"4",0.305,0.301,127.964,0.566,0.0401,"8","0",0,"valence_baja"
59,0.074,-3.207,0.475,235334,"3",0.426,0.881,133.002,0.0215,0.0573,"8","1",0,"valence_media"
70,0.22,-4.957,0.477,261133,"4",0.533,0.653,128.606,0.0335,0.204,"1","1",0,"valence_media"
65,0.0986,-12.151,0.565,216573,"4",0.121,0.255,110.015,0.806,0.0322,"7","1",0,"valence_baja"
70,0.849,-2.666,0.708,363973,"4",0.649,0.849,148.102,0.00108,0.324,"7","1",0,"valence_media"
49,0.194,-10.558,0.632,174000,"4",0.594,0.442,141.627,0.571,0.0282,"4","1",1,"valence_media"
26,0.359,-6.295,0.345,170619,"4",0.962,0.684,135.115,0.527,0.0442,"11","1",0,"valence_alta"
54,0.0986,-6.876,0.793,275360,"4",0.616,0.823,91.997,0.169,0.0681,"2","1",0,"valence_media"
27,0.0788,-4.862,0.808,183750,"4",0.949,0.915,127.984,0.0136,0.436,"0","1",0,"valence_alta"
74,0.115,-10.026,0.545,208600,"4",0.371,0.719,112.027,0.0367,0.0442,"2","1",0,"valence_media"
64,0.105,-13.766,0.733,214840,"3",0.444,0.262,135.497,0.224,0.028,"8","1",0,"valence_media"
31,0.0851,-14.065,0.714,121689,"4",0.45,0.457,92.02,0.475,0.0676,"9","1",1,"valence_media"
57,0.176,-10.33,0.577,413826,"4",0.0828,0.257,103.861,0.931,0.0318,"0","0",0,"valence_baja"
54,0.123,-10.809,0.343,197706,"4",0.264,0.333,77.779,0.65,0.0302,"8","1",0,"valence_baja"
62,0.0836,-5.644,0.825,200293,"4",0.626,0.693,115.04,0.0296,0.052,"1","0",0,"valence_media"
69,0.248,-7.734,0.731,227365,"4",0.195,0.595,198.372,0.0986,0.15,"4","0",0,"valence_baja"
79,0.162,-6.067,0.675,216373,"4",0.483,0.444,125.884,0.643,0.028,"7","1",0,"valence_media"
74,0.239,-4.802,0.504,210840,"4",0.502,0.785,173.968,0.0738,0.104,"1","1",0,"valence_media"
65,0.105,-7.334,0.879,183280,"4",0.926,0.579,110.007,0.329,0.184,"0","1",0,"valence_alta"
53,0.0736,-5.727,0.505,522760,"4",0.649,0.883,151.995,0.00219,0.0375,"5","1",0,"valence_media"
72,0.291,-12.005,0.516,124000,"4",0.397,0.358,79.509,0.741,0.424,"8","0",0,"valence_media"
47,0.117,-10.246,0.741,219466,"4",0.776,0.345,90.417,0.748,0.0276,"10","0",0,"valence_alta"
50,0.0718,-19.2,0.511,325506,"4",0.362,0.0791,72.621,0.888,0.0496,"5","0",0,"valence_media"
71,0.18,-5.766,0.608,155973,"4",0.671,0.836,168.766,0.00949,0.0621,"0","0",0,"valence_alta"
40,0.128,-4.381,0.358,292415,"4",0.291,0.62,134.009,0.548,0.0478,"7","1",0,"valence_baja"
40,0.0801,-10.011,0.784,217053,"4",0.358,0.539,120.021,0.223,0.0636,"1","0",1,"valence_media"
32,0.101,-10.457,0.398,223000,"4",0.353,0.294,179.853,0.83,0.0412,"3","1",1,"valence_media"
65,0.0548,-3.166,0.568,197853,"4",0.328,0.922,122.079,0.000291,0.0568,"0","1",0,"valence_baja"
30,0.118,-5.604,0.76,189416,"4",0.229,0.642,149.948,0.473,0.101,"7","1",0,"valence_baja"
71,0.18,-3.263,0.715,198040,"4",0.513,0.723,77.02,0.0441,0.129,"2","1",0,"valence_media"
69,0.303,-6.297,0.763,208253,"4",0.732,0.918,160.035,0.0016,0.134,"8","1",0,"valence_alta"
