"song_popularity","danceability","energy","acousticness","es_instrumental"
31,0.714,0.457,0.147,1
57,0.418,0.413,0.931,0
54,0.343,0.519,0.65,0
62,0.755,0.693,0.0296,0
69,0.731,0.595,0.242,0
79,0.675,0.444,0.378,0
74,0.504,0.785,0.0738,0
65,0.646,0.579,0.494,0
53,0.503,0.774,0.319,0
72,0.516,0.358,0.741,0
47,0.625,0.345,0.748,0
50,0.669,0.129,0.888,0
71,0.599,0.836,0.0382,1
40,0.579,0.62,0.548,0
40,0.784,0.539,0.223,0
32,0.398,0.335,0.297,0
65,0.29,0.922,0.0303,0
30,0.76,0.642,0.473,0
71,0.715,0.723,0.0441,0
69,0.63,0.873,0.121,0
23,0.519,0.703,0.474,0
39,0.63,0.616,0.463,0
35,0.393,0.649,0.57,0
57,0.746,0.898,0.0408,1
73,0.728,0.909,0.00799,0
15,0.901,0.529,0.0519,0
66,0.694,0.476,0.803,0
79,0.711,0.292,0.143,0
62,0.236,0.971,0.000759,0
70,0.749,0.484,0.13,1
4,0.534,0.95,0.012,0
58,0.577,0.521,0.4,0
69,0.553,0.759,0.3,0
72,0.691,0.59,0.892,0
51,0.292,0.321,0.945,1
61,0.53,0.811,0.115,1
1,0.912,0.395,0.834,1
36,0.616,0.571,0.488,0
53,0.248,0.318,0.696,0
61,0.912,0.883,0.00287,0
70,0.704,0.664,0.141,0
56,0.47,0.705,0.712,0
23,0.604,0.788,0.0105,0
87,0.88,0.45,0.149,0
84,0.525,0.622,0.253,0
67,0.72,0.94,0.00166,0
49,0.763,0.896,0.0447,0
45,0.847,0.577,0.212,0
24,0.673,0.772,0.0223,0
2,0.742,0.945,0.000188,1
45,0.684,0.617,0.00225,0
51,0.658,0.828,0.571,0
39,0.553,0.638,0.658,0
61,0.604,0.261,0.943,0
69,0.708,0.945,0.00104,0
63,0.396,0.00264,0.99,1
35,0.358,0.978,0.000462,0
54,0.715,0.575,0.109,0
73,0.646,0.798,0.0231,0
51,0.757,0.701,0.035,0
38,0.675,0.854,0.00122,0
89,0.757,0.69,0.0716,0
66,0.482,0.578,0.00853,0
55,0.586,0.721,0.0264,0
27,0.494,0.904,0.157,1
43,0.196,0.751,0.00252,1
54,0.452,0.889,0.0887,0
25,0.419,0.735,0.00187,0
57,0.728,0.593,0.383,1
66,0.651,0.688,0.000829,0
50,0.31,0.672,0.048,0
44,0.339,0.783,0.0572,1
70,0.692,0.571,0.182,0
42,0.313,0.524,0.467,0
45,0.585,0.583,0.708,0
88,0.792,0.895,0.165,0
90,0.738,0.629,0.268,0
49,0.633,0.0179,0.988,1
79,0.6,0.304,0.367,0
61,0.683,0.854,0.0948,0
96,0.931,0.387,0.00182,1
29,0.684,0.805,0.114,0
61,0.54,0.646,0.0168,0
75,0.483,0.786,0.165,0
63,0.514,0.206,0.897,0
60,0.577,0.854,0.00743,0
52,0.544,0.333,0.634,0
35,0.713,0.583,0.68,0
45,0.625,0.546,0.304,0
19,0.691,0.299,0.93,0
61,0.509,0.462,0.455,0
76,0.583,0.662,0.00541,0
75,0.372,0.828,0.13,0
95,0.884,0.559,0.0236,0
66,0.579,0.862,0.022,0
70,0.389,0.825,0.249,0
62,0.763,0.485,0.237,0
45,0.96,0.596,0.00293,0
28,0.759,0.941,0.00556,1
54,0.643,0.739,0.0518,0
56,0.642,0.826,9.43e-05,0
32,0.49,0.803,0.0104,1
83,0.936,0.495,0.0137,0
90,0.733,0.868,0.13,0
77,0.854,0.71,0.0113,0
75,0.704,0.322,0.57,0
71,0.695,0.695,0.489,0
73,0.524,0.913,0.106,0
58,0.457,0.941,0.000136,0
0,0.678,0.729,0.0658,0
42,0.512,0.817,0.0267,0
32,0.434,0.336,0.652,0
40,0.357,0.89,0.000432,0
73,0.517,0.776,0.0144,0
33,0.779,0.86,0.0276,0
38,0.408,0.75,0.571,0
64,0.697,0.55,0.856,0
82,0.666,0.857,0.0174,0
72,0.757,0.637,0.00623,0
61,0.706,0.576,0.582,0
62,0.487,0.813,0.000277,1
49,0.672,0.787,0.000341,0
61,0.716,0.914,0.00542,0
72,0.616,0.656,0.096,0
15,0.746,0.491,0.71,1
86,0.754,0.805,0.315,0
6,0.555,0.577,0.0605,0
62,0.752,0.553,0.644,1
78,0.553,0.104,0.979,1
57,0.282,0.76,0.198,0
66,0.519,0.934,0.000312,0
27,0.907,0.364,0.903,1
43,0.766,0.946,0.00131,0
14,0.54,0.855,0.238,0
68,0.491,0.942,0.275,0
24,0.494,0.829,0.175,0
76,0.265,0.827,0.118,0
74,0.649,0.896,0.000319,0
32,0.524,0.965,0.325,0
77,0.663,0.92,0.00431,0
64,0.28,0.25,0.683,0
57,0.736,0.419,0.00437,0
61,0.529,0.989,0.00126,0
27,0.696,0.662,0.355,0
47,0.105,0.116,0.937,1
83,0.577,0.495,0.0254,0
32,0.51,0.591,0.4,0
76,0.687,0.793,0.0603,0
79,0.628,0.698,0.0472,0
33,0.627,0.685,0.0808,0
61,0.462,0.84,0.111,0
44,0.633,0.549,0.587,0
52,0.573,0.715,0.0175,0
64,0.847,0.511,0.243,0
69,0.756,0.764,0.0946,0
77,0.547,0.257,0.907,0
56,0.643,0.704,0.712,0
60,0.625,0.668,0.118,0
60,0.364,0.379,0.444,1
32,0.662,0.736,0.27,0
64,0.517,0.245,0.748,1
31,0.672,0.914,0.177,0
61,0.418,0.0132,0.991,1
30,0.881,0.567,0.0451,0
44,0.822,0.339,0.421,0
58,0.709,0.616,0.38,1
20,0.374,0.0636,0.993,1
54,0.762,0.566,0.551,0
75,0.884,0.579,0.064,0
53,0.471,0.607,0.414,0
7,0.507,0.423,0.83,0
61,0.768,0.401,0.915,0
77,0.514,0.506,0.402,0
54,0.793,0.823,0.169,0
63,0.687,0.907,0.00105,0
45,0.602,0.653,0.443,0
64,0.691,0.288,0.647,1
69,0.663,0.693,0.0149,0
66,0.763,0.621,0.309,0
26,0.621,0.919,0.0356,0
87,0.755,0.625,0.49,0
76,0.773,0.437,0.836,0
81,0.768,0.864,0.101,0
55,0.804,0.704,0.0206,0
75,0.922,0.67,0.00165,0
8,0.734,0.213,0.888,0
45,0.476,0.718,0.0784,0
76,0.404,0.753,0.00407,0
35,0.627,0.462,0.284,0
63,0.877,0.995,0.00572,0
53,0.835,0.468,0.287,0
84,0.776,0.22,0.128,0
60,0.729,0.72,0.125,1
52,0.643,0.558,0.0788,0
45,0.715,0.772,0.0284,0
55,0.915,0.556,0.00178,0
59,0.606,0.949,0.115,0
54,0.854,0.835,0.0107,0
49,0.78,0.619,0.378,0
72,0.634,0.854,0.00737,0
69,0.479,0.0758,0.995,1
52,0.815,0.826,0.283,0
5,0.754,0.597,0.318,0
56,0.836,0.716,0.0235,1
67,0.546,0.205,0.896,1
70,0.499,0.968,0.00468,0
57,0.695,0.704,0.0201,0
48,0.595,0.972,0.000188,0
30,0.806,0.743,0.0263,0
43,0.491,0.72,5.59e-05,1
86,0.541,0.691,0.0037,1
95,0.442,0.585,0.0984,1
48,0.85,0.388,0.715,0
74,0.672,0.792,0.231,0
67,0.756,0.673,0.211,0
79,0.894,0.791,0.0183,0
54,0.421,0.664,0.721,0
45,0.69,0.513,0.041,0
88,0.41,0.811,0.161,0
91,0.703,0.615,0.071,0
60,0.856,0.517,0.563,0
33,0.761,0.61,0.315,0
35,0.712,0.977,0.0149,0
49,0.919,0.564,0.165,0
27,0.487,0.458,0.552,0
39,0.601,0.654,0.655,0
53,0.479,0.512,0.0757,0
97,0.694,0.77,0.176,0
59,0.65,0.637,0.000785,0
71,0.619,0.603,0.715,0
66,0.757,0.501,0.541,0
47,0.936,0.719,0.000973,0
77,0.547,0.832,0.0299,0
0,0.97,0.563,0.292,0
66,0.757,0.641,0.00598,0
48,0.525,0.131,0.623,0
54,0.967,0.751,0.0728,0
72,0.412,0.919,0.0124,0
44,0.524,0.626,0.0427,0
35,0.504,0.922,0.0289,0
82,0.732,0.922,0.0348,0
89,0.414,0.486,0.0129,0
56,0.762,0.749,0.0508,0
20,0.71,0.641,0.079,1
52,0.698,0.597,0.00557,0
47,0.856,0.951,0.00281,0
14,0.535,0.917,0.000644,1
42,0.54,0.829,0.0361,0
35,0.627,0.439,0.527,0
70,0.289,0.841,0.319,0
64,0.726,0.605,0.0326,0
23,0.64,0.414,0.152,0
71,0.921,0.822,5.24e-05,1
48,0.358,0.494,0.439,1
14,0.745,0.509,0.748,0
73,0.489,0.581,0.0312,0
48,0.559,0.844,0.0349,0
16,0.685,0.541,0.216,0
55,0.657,0.816,0.0523,0
54,0.545,0.903,0.345,0
43,0.706,0.716,0.0306,0
12,0.653,0.941,0.00556,0
54,0.559,0.914,0.223,0
73,0.595,0.743,0.165,0
66,0.715,0.582,0.0125,0
60,0.794,0.259,0.559,0
15,0.526,0.924,0.027,0
16,0.358,0.709,0.588,0
87,0.609,0.726,0.0723,0
26,0.5,0.846,2.24e-05,0
69,0.775,0.866,0.135,0
54,0.667,0.958,1.2e-05,0
33,0.714,0.438,0.305,0
62,0.675,0.697,8.02e-05,0
63,0.492,0.489,0.121,1
59,0.484,0.766,0.0021,0
45,0.441,0.435,0.0117,0
70,0.729,0.735,0.484,0
81,0.838,0.928,0.0117,0
52,0.376,0.273,0.756,1
61,0.774,0.803,0.0307,0
79,0.72,0.802,0.0921,0
17,0.738,0.731,0.0223,1
75,0.671,0.916,0.137,0
99,0.901,0.719,0.0114,0
11,0.637,0.359,0.593,0
5,0.5,0.654,0.0788,0
23,0.394,0.902,0.705,0
59,0.53,0.685,0.0501,0
75,0.696,0.487,0.264,0
34,0.954,0.639,0.0748,0
50,0.756,0.811,0.036,0
26,0.482,0.257,0.936,1
85,0.653,0.863,0.0018,0
91,0.85,0.569,0.0609,0
34,0.475,0.289,0.946,0
54,0.568,0.734,0.0447,0
70,0.398,0.174,0.958,0
44,0.74,0.306,0.18,0
29,0.692,0.912,0.00456,0
61,0.319,0.59,0.449,1
53,0.68,0.674,0.122,0
42,0.613,0.602,0.49,1
73,0.742,0.883,0.333,0
1,0.309,0.238,0.483,0
53,0.38,0.312,0.574,0
75,0.483,0.415,0.354,0
75,0.662,0.741,0.00165,0
39,0.695,0.991,0.0942,0
45,0.41,0.252,0.436,1
46,0.719,0.0926,0.832,0
77,0.774,0.519,0.0866,0
71,0.916,0.581,0.287,0
19,0.276,0.607,0.591,0
94,0.69,0.784,0.323,0
83,0.589,0.714,0.0826,0
49,0.52,0.583,0.433,0
70,0.68,0.678,0.00403,0
73,0.836,0.637,0.535,0
36,0.562,0.837,0.213,0
71,0.766,0.859,0.266,0
56,0.749,0.783,0.139,0
33,0.434,0.769,0.0144,0
56,0.524,0.257,0.0159,0
48,0.592,0.722,0.0247,0
50,0.267,0.672,0.0589,0
45,0.74,0.593,0.0106,0
63,0.792,0.8,0.0113,0
74,0.711,0.796,0.0659,0
11,0.767,0.443,0.00428,0
77,0.75,0.684,0.249,0
10,0.762,0.907,0.612,1
43,0.531,0.316,0.563,0
62,0.64,0.833,0.000265,0
46,0.662,0.961,0.0742,0
56,0.487,0.532,0.631,0
30,0.454,0.827,0.328,0
71,0.357,0.756,0.733,0
89,0.757,0.69,0.0716,0
64,0.464,0.665,0.519,0
68,0.59,0.859,0.0036,0
68,0.749,0.717,0.24,0
73,0.707,0.674,0.0901,0
39,0.747,0.66,0.123,0
85,0.572,0.853,0.0629,0
11,0.582,0.597,0.000194,0
45,0.447,0.972,0.000144,0
36,0.941,0.748,0.00376,0
72,0.708,0.928,0.0746,0
57,0.652,0.712,0.0139,0
87,0.796,0.625,0.194,0
72,0.757,0.533,0.0891,0
82,0.798,0.867,0.201,0
55,0.598,0.168,0.585,0
86,0.8,0.712,0.0751,0
43,0.826,0.872,0.0129,1
24,0.615,0.751,0.0129,1
59,0.398,0.393,0.469,0
13,0.538,0.784,0.0429,0
68,0.771,0.629,0.102,0
61,0.665,0.575,0.0984,1
30,0.708,0.507,0.557,0
39,0.528,0.594,0.27,0
66,0.734,0.746,0.000799,0
51,0.594,0.893,0.102,0
61,0.918,0.664,0.0121,0
57,0.634,0.548,0.0281,0
13,0.442,0.973,0.000328,0
91,0.749,0.752,0.31,0
3,0.564,0.645,0.0552,0
78,0.747,0.68,0.118,0
34,0.548,0.908,0.00115,0
51,0.414,0.953,0.000113,0
87,0.601,0.342,0.073,0
69,0.328,0.719,0.368,0
0,0.731,0.901,0.000514,0
60,0.459,0.886,0.0194,0
72,0.548,0.589,0.414,0
52,0.605,0.869,0.0583,0
59,0.655,0.627,0.0248,1
0,0.298,0.697,0.00295,1
45,0.46,0.672,0.393,0
62,0.298,0.304,0.808,0
49,0.397,0.426,0.798,0
3,0.616,0.918,0.0521,0
41,0.365,0.861,3.88e-05,1
27,0.692,0.591,0.441,0
80,0.933,0.528,0.0615,0
25,0.545,0.856,0.0418,0
21,0.433,0.252,0.906,0
61,0.742,0.728,0.00962,0
74,0.78,0.66,0.374,0
56,0.872,0.496,0.269,0
44,0.741,0.622,0.722,0
67,0.302,0.00747,0.992,1
5,0.558,0.788,0.315,0
52,0.875,0.786,0.0598,0
76,0.843,0.478,0.0393,0
3,0.213,0.859,0.0134,1
25,0.71,0.826,0.199,0
25,0.683,0.591,0.0353,1
45,0.828,0.447,0.259,0
48,0.694,0.419,0.147,0
51,0.544,0.63,0.0841,0
34,0.689,0.723,0.0354,0
69,0.564,0.396,0.73,0
78,0.487,0.366,0.241,0
39,0.905,0.487,0.303,0
80,0.83,0.585,0.0388,0
74,0.939,0.334,0.854,0
18,0.647,0.776,0.375,1
71,0.746,0.838,0.0604,0
90,0.531,0.702,0.288,0
24,0.788,0.538,0.221,0
42,0.555,0.808,0.214,0
81,0.651,0.817,0.00354,0
2,0.657,0.885,0.0621,0
34,0.746,0.648,0.178,0
55,0.9,0.471,0.201,0
24,0.774,0.748,0.281,0
26,0.745,0.757,0.0352,0
76,0.583,0.662,0.00541,0
51,0.5,0.573,0.000597,0
46,0.781,0.526,0.0747,0
54,0.628,0.781,0.101,0
72,0.883,0.464,0.279,0
39,0.729,0.616,0.463,0
70,0.835,0.468,0.029,0
34,0.643,0.381,0.827,1
92,0.772,0.732,0.307,0
37,0.647,0.75,0.309,0
56,0.8,0.695,0.0374,0
47,0.749,0.661,0.134,0
33,0.702,0.413,0.061,0
59,0.796,0.711,0.0713,0
48,0.604,0.8,0.0194,0
74,0.418,0.383,0.0718,0
30,0.511,0.13,0.612,1
39,0.824,0.882,0.113,0
81,0.67,0.752,0.041,0
5,0.547,0.406,0.944,0
56,0.391,0.753,0.622,0
81,0.743,0.733,0.00402,0
49,0.571,0.929,0.00885,0
78,0.498,0.104,0.979,0
13,0.905,0.596,0.000339,0
28,0.947,0.36,0.888,0
74,0.789,0.53,0.0541,0
66,0.71,0.764,0.139,0
46,0.452,0.439,0.853,0
21,0.41,0.67,0.388,0
66,0.393,0.207,0.877,0
87,0.717,0.605,0.214,0
88,0.615,0.934,0.161,0
23,0.482,0.373,0.513,0
62,0.569,0.175,0.603,0
56,0.584,0.529,0.488,0
3,0.592,0.943,0.5,1
43,0.775,0.714,0.323,0
50,0.341,0.912,0.231,0
54,0.531,0.849,0.0389,0
50,0.353,0.371,0.954,0
57,0.778,0.845,0.0438,0
52,0.646,0.638,0.0666,0
82,0.82,0.592,0.0129,0
77,0.732,0.86,0.199,0
62,0.643,0.926,0.000399,0
7,0.74,0.816,0.188,0
24,0.662,0.9,0.000807,1
79,0.533,0.907,0.0292,0
43,0.753,0.634,0.222,0
0,0.531,0.296,0.95,0
58,0.683,0.987,0.0485,0
39,0.59,0.332,0.85,0
60,0.585,0.872,0.0948,0
37,0.768,0.467,0.596,0
43,0.356,0.857,0.00031,0
54,0.752,0.322,0.577,1
52,0.325,0.163,0.686,0
87,0.527,0.502,0.834,0
5,0.873,0.893,0.0287,0
41,0.704,0.689,0.304,0
76,0.8,0.92,0.113,0
74,0.811,0.704,0.364,0
66,0.754,0.916,0.00539,0
30,0.696,0.552,0.302,0
18,0.583,0.79,0.0851,0
73,0.517,0.789,0.0144,0
14,0.532,0.591,0.782,0
0,0.674,0.757,0.589,1
38,0.647,0.184,0.966,0
50,0.221,0.176,0.978,1
52,0.573,0.206,0.86,0
70,0.519,0.512,0.413,0
27,0.679,0.791,0.138,0
53,0.716,0.585,0.351,1
50,0.598,0.828,0.643,1
26,0.634,0.788,0.00359,1
74,0.744,0.482,0.506,0
43,0.82,0.852,0.117,0
62,0.872,0.361,0.0151,0
75,0.719,0.443,0.107,0
55,0.672,0.779,0.161,0
49,0.525,0.597,0.0664,0
65,0.591,0.855,0.00832,0
64,0.699,0.789,0.0823,1
51,0.592,0.426,0.832,0
82,0.666,0.833,0.00175,0
45,0.79,0.972,0.0403,0
21,0.461,0.936,0.0195,0
62,0.449,0.795,0.0986,1
53,0.491,0.0471,0.95,0
56,0.806,0.96,0.167,0
31,0.71,0.757,0.508,0
43,0.476,0.596,0.135,0
58,0.654,0.24,0.4,0
30,0.614,0.527,0.156,0
31,0.784,0.507,0.269,0
56,0.5,0.189,0.838,0
63,0.814,0.726,0.523,0
73,0.888,0.772,0.00597,0
67,0.562,0.383,0.143,0
43,0.609,0.556,0.0999,0
71,0.571,0.491,0.626,0
62,0.671,0.794,0.000105,0
39,0.543,0.76,0.00826,1
68,0.743,0.679,0.0757,0
53,0.537,0.703,0.11,0
62,0.745,0.655,0.0958,1
39,0.933,0.468,0.0112,0
61,0.677,0.946,0.185,0
34,0.623,0.605,0.0292,0
35,0.498,0.798,0.202,0
36,0.768,0.852,0.213,0
25,0.862,0.869,0.0862,0
66,0.858,0.8,0.00557,0
90,0.586,0.854,0.00076,0
1,0.517,0.774,1.66e-05,0
30,0.789,0.784,0.00232,0
47,0.715,0.89,0.036,0
18,0.502,0.775,0.045,0
0,0.484,0.571,0.519,0
41,0.581,0.687,0.0479,0
7,0.739,0.956,0.000399,0
9,0.595,0.737,0.0296,0
55,0.777,0.561,0.27,0
61,0.722,0.765,0.0488,0
26,0.667,0.6,0.28,0
74,0.479,0.545,0.365,0
59,0.659,0.726,0.409,0
67,0.813,0.742,0.245,0
22,0.656,0.564,0.456,0
72,0.687,0.75,0.107,0
82,0.665,0.424,0.437,0
58,0.706,0.206,0.804,1
79,0.5,0.748,0.0187,0
79,0.811,0.67,0.522,0
39,0.447,0.991,0.0183,1
33,0.651,0.805,0.00213,0
59,0.503,0.772,0.595,0
46,0.619,0.615,0.156,1
66,0.688,0.733,0.00462,0
50,0.393,0.348,0.606,0
83,0.568,0.401,0.382,0
83,0.728,0.584,0.0524,0
66,0.673,0.914,0.06,0
41,0.677,0.985,0.293,0
72,0.857,0.767,0.192,0
59,0.762,0.541,0.0675,0
79,0.658,0.843,0.161,0
58,0.862,0.663,0.12,0
15,0.846,0.677,0.0427,1
69,0.374,0.104,0.931,0
47,0.607,0.488,0.421,0
46,0.485,0.661,0.529,0
27,0.723,0.401,0.0125,0
46,0.529,0.634,0.169,0
65,0.801,0.723,0.0713,1
64,0.377,0.362,0.738,0
53,0.749,0.244,0.802,0
61,0.53,0.215,0.756,0
41,0.669,0.616,0.251,1
68,0.814,0.481,0.097,0
67,0.666,0.292,0.291,0
42,0.402,0.733,0.0835,1
30,0.86,0.559,0.343,0
50,0.802,0.461,0.0757,0
74,0.741,0.91,0.000156,0
82,0.76,0.579,0.0938,0
36,0.688,0.616,0.494,0
45,0.727,0.717,0.0026,0
58,0.375,0.632,0.0134,0
4,0.302,0.819,1.84e-05,0
62,0.393,0.855,0.00469,0
75,0.421,0.953,0.00211,0
59,0.804,0.586,0.0552,0
67,0.621,0.92,0.019,0
52,0.612,0.666,0.532,0
68,0.539,0.258,0.896,0
49,0.715,0.528,0.224,0
62,0.643,0.213,0.909,0
71,0.636,0.63,0.0796,0
27,0.767,0.999,0.0207,0
67,0.554,0.938,0.000176,0
56,0.92,0.487,0.17,0
65,0.657,0.827,0.000704,0
48,0.833,0.186,0.949,1
47,0.703,0.521,0.134,1
14,0.772,0.581,0.00011,0
78,0.498,0.183,0.928,0
43,0.637,0.911,0.0634,0
33,0.91,0.473,0.707,0
100,0.79,0.792,0.0275,0
57,0.562,0.768,0.0891,0
92,0.8,0.578,0.00381,0
26,0.745,0.719,0.0352,0
24,0.81,0.258,0.257,1
76,0.629,0.76,0.404,0
42,0.593,0.484,0.137,0
80,0.501,0.431,0.0139,0
42,0.715,0.801,0.0296,0
61,0.462,0.98,5.05e-05,0
49,0.706,0.829,0.327,0
64,0.758,0.604,0.487,0
64,0.904,0.723,0.0575,0
6,0.295,0.723,0.274,0
87,0.638,0.712,0.0372,0
51,0.598,0.727,0.132,0
58,0.33,0.556,0.207,0
32,0.507,0.358,0.788,0
80,0.452,0.915,0.0162,0
65,0.685,0.931,0.0702,0
58,0.633,0.776,0.0147,0
71,0.752,0.694,0.0439,0
34,0.33,0.926,0.00182,1
81,0.924,0.61,0.0192,0
64,0.491,0.977,0.0145,0
65,0.365,0.942,0.0306,1
25,0.62,0.649,0.163,0
57,0.41,0.571,0.89,0
80,0.338,0.488,0.58,0
58,0.562,0.855,0.0452,0
60,0.41,0.485,0.579,0
58,0.775,0.451,0.296,0
30,0.781,0.589,0.417,0
69,0.415,0.681,0.385,0
68,0.64,0.651,0.384,1
63,0.657,0.376,0.688,0
92,0.8,0.578,0.00381,0
51,0.68,0.194,0.721,1
51,0.637,0.856,0.0187,0
52,0.335,0.443,0.722,0
18,0.804,0.522,0.227,0
57,0.468,0.977,4.99e-06,0
58,0.949,0.723,0.327,0
20,0.686,0.748,0.0161,0
53,0.775,0.987,0.0162,0
66,0.742,0.664,0.235,1
58,0.614,0.879,6.16e-05,0
8,0.752,0.922,0.00121,0
77,0.674,0.872,0.0203,0
63,0.57,0.363,0.806,0
26,0.632,0.666,0.15,0
74,0.724,0.271,0.576,0
62,0.858,0.76,0.0217,0
82,0.798,0.694,0.101,0
60,0.791,0.619,0.0177,0
56,0.789,0.784,0.117,0
3,0.701,0.876,0.0057,0
48,0.725,0.838,0.18,0
39,0.63,0.4,0.91,1
71,0.652,0.766,0.146,0
92,0.578,0.772,0.00571,0
71,0.626,0.648,0.71,0
0,0.373,0.784,0.126,0
57,0.801,0.252,0.251,0
70,0.653,0.607,0.659,0
42,0.847,0.92,0.596,0
42,0.595,0.502,0.087,0
65,0.354,0.475,0.000113,0
40,0.643,0.723,0.217,0
52,0.809,0.287,0.476,1
34,0.71,0.814,0.162,0
70,0.876,0.637,0.151,0
49,0.505,0.932,0.0712,0
45,0.962,0.743,0.0366,0
37,0.637,0.913,0.333,0
16,0.759,0.571,0.456,0
81,0.739,0.448,0.189,0
43,0.59,0.94,0.0932,0
0,0.286,0.863,0.0541,1
34,0.615,0.0955,0.985,1
62,0.343,0.703,0.0262,0
13,0.571,0.954,0.000432,0
52,0.744,0.575,0.236,0
18,0.79,0.949,0.0901,0
64,0.583,0.473,0.0957,0
50,0.799,0.707,0.0263,0
87,0.843,0.415,0.161,0
57,0.178,0.339,0.808,0
83,0.611,0.569,0.236,0
65,0.705,0.965,6.94e-06,0
51,0.551,0.729,0.0507,0
69,0.658,0.289,0.645,0
46,0.848,0.622,0.371,0
28,0.57,0.945,0.141,0
52,0.824,0.556,0.146,0
20,0.725,0.562,0.697,0
51,0.932,0.293,0.603,0
5,0.239,0.83,0.000336,0
44,0.686,0.258,0.806,0
57,0.742,0.108,0.681,1
67,0.807,0.715,0.0536,0
68,0.822,0.753,0.114,0
48,0.806,0.273,0.862,0
57,0.493,0.775,0.15,0
9,0.68,0.64,0.29,0
78,0.815,0.61,0.0367,0
62,0.745,0.389,0.784,0
63,0.755,0.442,0.658,0
71,0.756,0.766,0.1,0
10,0.55,0.56,0.644,1
64,0.737,0.671,0.261,1
50,0.595,0.801,0.0117,0
71,0.678,0.918,0.000417,0
36,0.449,0.704,0.1,0
74,0.549,0.809,0.25,0
42,0.398,0.936,0.00076,0
91,0.826,0.712,0.071,0
30,0.634,0.69,0.0771,0
48,0.739,0.626,0.658,0
81,0.609,0.419,0.603,0
38,0.72,0.662,0.213,0
20,0.516,0.434,0.832,0
7,0.621,0.833,0.0319,1
53,0.471,0.915,0.0198,0
63,0.603,0.674,0.579,0
69,0.62,0.401,0.0812,0
41,0.475,0.423,0.805,0
68,0.59,0.828,0.277,0
58,0.379,0.946,0.0174,1
67,0.675,0.761,0.0886,0
87,0.74,0.669,0.0445,0
65,0.391,0.903,0.00977,0
69,0.792,0.743,0.107,0
69,0.658,0.567,0.478,0
7,0.489,0.281,0.678,0
55,0.435,0.411,0.316,0
78,0.691,0.566,0.28,0
52,0.908,0.773,0.0107,0
55,0.345,0.976,0.00446,0
36,0.659,0.7,0.0595,0
0,0.712,0.617,0.0206,0
96,0.553,0.891,0.38,0
68,0.489,0.911,0.0161,0
78,0.647,0.729,0.0206,0
47,0.888,0.958,0.00295,0
50,0.296,0.62,0.00059,0
52,0.499,0.98,0.019,0
64,0.848,0.662,1.17e-05,0
77,0.774,0.687,0.0179,0
53,0.671,0.466,0.534,0
31,0.711,0.597,0.382,0
49,0.635,0.529,0.287,0
51,0.666,0.537,0.196,0
46,0.767,0.33,0.206,0
84,0.758,0.404,0.216,0
77,0.91,0.5,0.022,0
51,0.468,0.962,0.0287,1
19,0.806,0.694,0.191,0
23,0.608,0.566,0.467,0
36,0.577,0.665,0.0238,0
64,0.541,0.616,0.592,0
55,0.717,0.459,0.433,0
77,0.857,0.413,0.689,0
51,0.331,0.578,0.648,0
65,0.526,0.9,0.0566,0
63,0.699,0.591,0.0179,0
21,0.605,0.802,0.000294,0
69,0.442,0.778,0.0992,0
48,0.515,0.148,0.944,0
43,0.279,0.838,0.0199,0
53,0.408,0.436,0.805,0
34,0.792,0.605,0.546,0
77,0.694,0.414,0.0285,0
57,0.645,0.653,0.579,0
22,0.754,0.779,0.278,0
53,0.795,0.724,0.404,0
49,0.695,0.767,0.00407,0
57,0.617,0.605,0.278,0
99,0.901,0.522,0.0114,0
69,0.826,0.83,0.000629,0
19,0.547,0.822,0.0745,0
59,0.665,0.799,0.275,0
69,0.43,0.871,0.0733,0
62,0.49,0.864,0.0934,0
61,0.628,0.455,0.141,1
68,0.629,0.632,0.129,1
25,0.61,0.394,0.595,0
54,0.655,0.845,0.000234,0
4,0.607,0.925,0.1,0
62,0.928,0.56,0.0187,0
51,0.569,0.206,0.922,1
16,0.711,0.67,0.609,0
23,0.187,0.379,0.971,0
43,0.436,0.819,0.225,0
20,0.702,0.486,0.258,0
83,0.649,0.548,0.733,0
0,0.492,0.523,0.715,0
2,0.62,0.953,0.427,0
0,0.408,0.664,0.0428,0
43,0.72,0.426,0.398,0
35,0.626,0.882,0.00697,0
76,0.626,0.961,0.00494,0
73,0.626,0.703,0.000726,1
60,0.801,0.41,0.66,0
63,0.789,0.518,0.416,0
21,0.651,0.867,0.0147,0
48,0.547,0.703,0.124,0
48,0.936,0.843,0.0652,0
60,0.835,0.569,0.00576,0
36,0.796,0.481,0.377,1
65,0.719,0.665,0.407,1
64,0.945,0.456,0.0297,0
62,0.822,0.726,0.000883,0
47,0.483,0.715,0.103,0
23,0.709,0.271,0.962,0
85,0.917,0.703,0.0403,0
65,0.609,0.517,0.788,0
80,0.789,0.559,0.371,0
41,0.438,0.323,0.83,1
67,0.378,0.691,0.0203,0
42,0.76,0.764,0.438,0
36,0.256,0.872,0.101,1
75,0.592,0.337,0.778,0
49,0.687,0.204,0.712,0
77,0.547,0.257,0.907,0
72,0.483,0.721,0.00111,0
50,0.665,0.622,0.341,0
46,0.87,0.495,0.00796,0
52,0.596,0.66,0.383,0
43,0.574,0.588,0.0105,0
52,0.769,0.876,0.421,0
72,0.647,0.822,0.219,0
49,0.564,0.778,0.000101,0
18,0.876,0.458,0.0592,1
25,0.397,0.461,0.67,0
67,0.762,0.533,0.093,0
