"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
9394,0.126,-2.635,0.653,165714,4,0.653,0.946,125.966,0.00812,0.0556,0,0.000207,0,70
9395,0.276,-5.025,0.755,231706,4,0.493,0.575,85.994,0.0443,0.0673,4,0.00127,0,61
9396,0.321,-3.492,0.625,233200,4,0.352,0.853,123.961,0.0289,0.119,8,1.7e-06,0,61
9397,0.084,-15.993,0.338,276533,4,0.185,0.163,104.5,0.744,0.0478,9,0,1,53
9398,0.317,-10.581,0.579,377093,4,0.311,0.481,90.038,0.481,0.03,10,0.00229,0,51
9399,0.246,-9.404,0.593,246500,4,0.867,0.796,156.308,0.487,0.355,6,0.494,1,2
9400,0.814,-8.103,0.56,95600,4,0.226,0.232,89.391,0.555,0.321,6,0.000124,0,98
9401,0.239,-7.587,0.745,232626,4,0.297,0.464,123.893,0.466,0.082,11,0.41,0,45
9402,0.0719,-6.638,0.63,195519,4,0.216,0.694,104.017,0.00281,0.0253,11,0,0,74
9403,0.338,-8.289,0.638,265600,3,0.62,0.468,90.388,0.726,0.0603,8,0.0013,1,29
9404,0.206,-7.996,0.774,198348,4,0.405,0.552,127.176,0.284,0.0503,8,0,1,56
9405,0.317,-4.183,0.511,198281,4,0.431,0.946,122.021,0.000505,0.0388,8,0.000167,1,49
9406,0.158,-10.913,0.541,235302,4,0.372,0.114,128.065,0.721,0.0256,7,0.00163,1,64
9407,0.076,-12.762,0.683,96000,4,0.417,0.103,79.99,0.957,0.0567,9,0.308,0,50
9408,0.151,-11.135,0.861,173866,4,0.669,0.253,104.212,0.577,0.0319,3,0.000586,1,43
9409,0.187,-6.795,0.531,206320,4,0.618,0.621,125.003,0.253,0.366,11,3.12e-05,0,30
9410,0.188,-5.64,0.527,180880,4,0.495,0.942,148.723,0.0115,0.0366,8,0,0,75
9411,0.0697,-8.157,0.534,178960,3,0.402,0.459,173.735,0.0505,0.0352,8,6.88e-05,1,64
9412,0.419,-8.708,0.539,188560,4,0.746,0.871,157.403,0.0229,0.359,4,0.155,1,62
9413,0.141,-2.734,0.677,211266,4,0.66,0.91,99.951,0.0411,0.144,6,1.15e-06,1,36
9414,0.127,-27.054,0.313,170625,3,0.0601,0.00575,124.005,0.989,0.0471,7,0.793,0,35
9415,0.101,-6.224,0.796,283000,4,0.561,0.594,150.021,0.384,0.111,5,3.29e-06,0,75
9416,0.417,-8.444,0.955,97084,4,0.904,0.492,89.011,0.0987,0.395,8,0,1,0
9417,0.0898,-6.295,0.719,216726,4,0.345,0.497,81.651,0.115,0.681,3,0,1,77
9418,0.073,-6.301,0.629,209133,4,0.181,0.499,97.01,0.0156,0.0277,1,0,1,19
9419,0.314,-8.431,0.619,258133,4,0.262,0.629,123.003,0.0317,0.33,1,0.227,0,0
9420,0.0853,-29.298,0.258,222000,1,0.0812,0.00379,77.828,0.975,0.0531,7,0.949,1,58
9421,0.163,-4.882,0.738,211069,4,0.319,0.629,146.067,0.268,0.229,11,0.00114,1,90
9422,0.108,-14.281,0.472,330800,4,0.443,0.5,99.162,0.134,0.0357,1,4.57e-05,0,63
9423,0.0501,-6.679,0.578,335693,4,0.268,0.694,132.975,0.0112,0.0706,5,0,1,86
9424,0.118,-7.657,0.701,133866,4,0.963,0.497,96.513,0.595,0.0523,3,3.12e-05,0,49
9425,0.215,-2.914,0.76,211876,4,0.801,0.845,130.818,0.0093,0.0858,8,0,1,62
9426,0.083,-7.221,0.603,238524,3,0.4,0.562,180.362,0.255,0.0907,8,0.585,1,54
9427,0.147,-10.671,0.67,256415,4,0.515,0.294,119.856,0.994,0.0341,7,0.000481,1,65
9428,0.0812,-10.139,0.593,324429,4,0.284,0.273,105.981,0.883,0.0521,2,0.525,0,48
9429,0.448,-6.199,0.796,235200,4,0.54,0.848,125.003,0.371,0.15,1,0.0577,1,14
9430,0.119,-4.464,0.616,266626,4,0.773,0.965,126.535,0.00328,0.0613,1,0.000174,1,56
9431,0.0874,-14.645,0.678,130285,4,0.445,0.279,140.098,0.444,0.112,9,0.852,0,44
9432,0.0688,-16.199,0.497,184113,4,0.246,0.436,119.014,0.00363,0.195,8,0.928,1,41
9433,0.0822,-7.242,0.855,216733,4,0.747,0.728,103.039,0.0962,0.058,8,0,1,6
9434,0.123,-15.178,0.584,272800,4,0.346,0.266,94.557,0.931,0.0383,7,7.7e-05,0,25
9435,0.108,-8.602,0.646,179423,4,0.466,0.648,75.004,0.149,0.0372,3,6.64e-06,1,71
9436,0.363,-8.199,0.529,196600,3,0.725,0.622,154.916,0.681,0.116,7,0.000376,1,27
9437,0.113,-10.478,0.417,303653,4,0.169,0.403,105.807,0.562,0.0291,0,0.0282,1,54
9438,0.338,-8.21,0.59,303366,4,0.342,0.763,125.01,0.0164,0.0429,6,0,0,60
9439,0.163,-4.882,0.738,180897,4,0.319,0.413,146.067,0.0776,0.192,6,0.00114,0,90
9440,0.15,-3.129,0.702,190476,4,0.61,0.607,125.998,0.307,0.0392,9,5.56e-06,0,61
9441,0.0916,-3.89,0.608,183307,4,0.583,0.871,126.614,0.138,0.0988,1,0.00752,1,6
9442,0.0718,-11.161,0.744,231800,4,0.341,0.44,83.428,0.267,0.0257,8,2.48e-06,0,61
9443,0.123,-13.664,0.836,188989,4,0.163,0.352,139.976,0.343,0.0776,10,0.937,0,39
9444,0.148,-6.108,0.497,160348,4,0.678,0.7,125.048,0.524,0.0707,5,4.27e-06,1,60
9445,0.227,-4.589,0.765,192172,4,0.498,0.704,147.055,0.055,0.127,5,0,0,91
9446,0.623,-2.417,0.681,263487,4,0.85,0.832,77.982,0.283,0.0584,6,0,1,27
9447,0.086,-8.215,0.744,208741,4,0.477,0.67,115.014,0.166,0.028,6,0.0165,1,73
9448,0.0692,-2.245,0.824,222200,4,0.802,0.972,101.012,0.0177,0.0355,6,0.00209,0,65
9449,0.493,-5.676,0.516,126960,4,0.761,0.809,74.982,0.787,0.223,0,0.000331,1,66
9450,0.128,-10.853,0.648,190400,4,0.76,0.346,155.868,0.756,0.0492,1,0,0,47
9451,0.0917,-6.003,0.702,169760,4,0.731,0.898,112.845,0.026,0.172,11,0.000154,1,56
9452,0.362,-6.05,0.745,281426,4,0.961,0.623,125.149,0.664,0.0346,0,0.00771,0,31
9453,0.159,-8.774,0.665,176146,4,0.603,0.592,125.127,0.724,0.0377,5,0.00688,1,0
9454,0.0888,-8.824,0.903,291293,4,0.867,0.597,118.814,0.207,0.0453,1,0.000307,1,82
9455,0.746,-4.7,0.877,184000,4,0.754,0.74,95.224,0.0253,0.271,1,2.77e-06,0,67
9456,0.12,-7.418,0.805,272666,4,0.9,0.758,102.127,0.539,0.0352,2,0.00149,1,27
9457,0.102,-12.062,0.689,195200,4,0.823,0.816,79.977,0.0219,0.0315,5,0.0227,1,30
9458,0.111,-6.983,0.972,300160,4,0.217,0.563,115.14,0.00528,0.273,1,0.00257,1,56
9459,0.106,-7.224,0.56,264571,4,0.212,0.442,146.448,0.727,0.0243,9,0,0,86
9460,0.0952,-4.717,0.794,258475,4,0.502,0.881,144.994,0.0381,0.0587,0,0,1,84
9461,0.0851,-4.741,0.565,199853,4,0.462,0.862,108.042,0.036,0.0431,1,0.00146,1,56
9462,0.0729,-15.114,0.639,244400,4,0.911,0.273,118.36,0.385,0.0439,11,0,0,51
9463,0.123,-16.375,0.422,209007,3,0.379,0.264,106.799,0.922,0.0322,9,0.559,1,85
9464,0.303,-4.994,0.948,219866,4,0.965,0.59,132.309,0.238,0.0547,11,0,0,1
9465,0.119,-5.668,0.576,188238,4,0.326,0.646,205.888,0.162,0.044,2,0,0,82
9466,0.0897,-10.722,0.883,143373,4,0.963,0.299,82.9,0.532,0.0622,7,1.56e-05,1,2
9467,0.155,-5.764,0.599,206200,4,0.489,0.957,103.68,0.000103,0.188,0,7.06e-05,1,70
9468,0.171,-6.998,0.737,190348,4,0.374,0.408,127.921,0.802,0.104,5,0,1,7
9469,0.108,-18.716,0.41,141040,4,0.129,0.0486,98.152,0.99,0.0248,0,0.71,1,58
9470,0.285,-6.753,0.584,68634,4,0.508,0.454,161.993,0.378,0.458,9,0,1,84
9471,0.0845,-4.883,0.889,338106,4,0.809,0.674,118.222,0.03,0.0898,10,0,1,30
9472,0.385,-8.152,0.326,180324,4,0.398,0.677,188.899,0.0109,0.0476,9,0.468,1,42
9473,0.102,-11.877,0.667,229360,4,0.538,0.343,104.977,0.823,0.0344,6,6.35e-06,1,66
9474,0.0613,-5.892,0.778,218093,4,0.756,0.824,100.024,0.284,0.0712,10,8.08e-05,1,84
9475,0.127,-4.246,0.82,175805,4,0.668,0.692,105.131,0.408,0.11,3,0,1,29
9476,0.195,-6.79,0.307,254546,4,0.185,0.92,170.967,0.000846,0.101,7,0.175,1,47
9477,0.136,-10.472,0.568,205306,4,0.809,0.816,105.23,0.008,0.0338,5,0,1,52
9478,0.289,-8.218,0.613,197666,4,0.822,0.355,135.622,0.567,0.0247,6,0,1,54
9479,0.0608,-5.385,0.536,228706,4,0.185,0.849,117.652,0.318,0.058,6,2.82e-06,0,74
9480,0.0967,-8.765,0.645,191258,4,0.425,0.79,118.017,0.00124,0.234,11,0.0443,0,76
9481,0.0983,-5.556,0.765,198293,4,0.19,0.356,97.001,0.0934,0.196,2,0,0,80
9482,0.614,-3.124,0.472,265346,4,0.263,0.826,125.949,0.0339,0.0623,4,0.0777,1,66
9483,0.42,-7.661,0.62,200500,4,0.427,0.73,125.619,0.138,0.0702,1,1.55e-05,0,2
9484,0.0612,-7.713,0.647,190773,4,0.924,0.783,112.373,0.0404,0.0548,6,4.92e-05,1,37
9485,0.163,-4.882,0.738,180897,4,0.319,0.629,146.067,0.0223,0.0495,4,0.00114,0,90
9486,0.0986,-7.632,0.829,194533,4,0.26,0.607,120.044,0.0049,0.0897,7,0,1,63
9487,0.239,-5.948,0.642,162066,4,0.418,0.661,153.988,0.328,0.028,1,0,0,80
9488,0.671,-2.294,0.485,263053,5,0.396,0.872,171.109,0.221,0.0431,2,0,1,30
9489,0.0813,-6.319,0.553,271726,4,0.443,0.403,126.684,0.697,0.0362,11,0,1,96
9490,0.15,-12.778,0.806,191226,4,0.736,0.595,92.726,0.274,0.0298,1,0.0134,1,66
9491,0.136,-9.176,0.692,225394,4,0.649,0.599,96.982,0.666,0.0295,4,0.147,1,63
9492,0.0993,-10.123,0.743,248274,4,0.739,0.581,143.019,0.178,0.487,7,0,0,0
9493,0.189,-6.247,0.612,237986,4,0.187,0.876,137.525,0.0167,0.0509,4,0.175,0,8
9494,0.168,-8.114,0.9,179226,4,0.946,0.577,98.148,0.487,0.0337,8,0.00338,1,70
9495,0.311,-9.031,0.71,92333,4,0.854,0.714,89.998,0.581,0.284,4,0,1,45
9496,0.0896,-3.42,0.425,228384,4,0.562,0.857,105.015,0.18,0.0297,0,0.00416,1,47
9497,0.112,-5.968,0.659,158053,4,0.965,0.649,159.231,0.661,0.036,3,0,1,70
9498,0.153,-28.768,0.228,205577,1,0.159,0.00747,75.124,0.942,0.0374,7,0.922,0,74
9499,0.215,-8.222,0.427,170733,4,0.804,0.809,98.88,0.806,0.0514,9,0.0122,0,36
9500,0.0998,-14.534,0.854,150088,4,0.482,0.576,104.991,0.457,0.0457,4,8.58e-05,0,48
9501,0.0798,-10.304,0.493,177106,4,0.625,0.446,107.313,0.0874,0.0316,2,0,1,25
9502,0.0932,-8.773,0.71,274893,4,0.953,0.716,138.055,0.226,0.0723,9,0,1,59
9503,0.145,-4.814,0.591,187146,4,0.249,0.809,108.84,0.0162,0.0441,0,0.0757,1,59
9504,0.162,-4.206,0.749,269160,4,0.392,0.672,81.813,6.71e-05,0.212,10,0,1,58
9505,0.0731,-15.572,0.318,197274,4,0.226,0.303,174.254,0.664,0.0283,11,0.000223,0,58
9506,0.112,-7.212,0.553,283360,4,0.337,0.741,121.874,0.099,0.223,10,0.00131,1,6
9507,0.145,-8.85,0.728,228480,4,0.541,0.599,107.059,1.86e-05,0.0668,5,0.699,1,55
9508,0.12,-6.068,0.695,180999,4,0.836,0.816,122.028,0.00916,0.0506,10,0.109,0,63
9509,0.0604,-7.533,0.462,329866,4,0.112,0.485,129.931,0.146,0.0247,5,2.24e-06,1,48
9510,0.0629,-0.257,0.585,295293,4,0.165,0.856,128.054,0.0107,0.0584,10,1.34e-05,0,67
9511,0.105,-8.897,0.396,157186,3,0.714,0.348,112.053,0.854,0.0535,3,0,1,4
9512,0.0882,-5.21,0.731,179200,4,0.351,0.725,149.963,0.00432,0.249,5,0,1,66
9513,0.139,-16.958,0.379,235773,3,0.553,0.194,170.097,0.901,0.0354,9,1.19e-05,1,54
9514,0.0951,-5.559,0.5,208421,4,0.203,0.869,145.203,0.00793,0.0413,2,6.56e-05,1,30
9515,0.111,-7.455,0.758,184923,4,0.374,0.491,129.96,0.131,0.0757,7,0,0,44
9516,0.272,-2.417,0.645,174082,4,0.968,0.843,180.014,0.276,0.0534,9,0,1,51
9517,0.393,-18.122,0.66,206957,4,0.388,0.234,151.934,0.895,0.0317,0,0.785,1,36
9518,0.31,-5.658,0.892,216346,4,0.835,0.641,105.059,0.00864,0.0634,1,3.15e-06,0,51
9519,0.0705,-4.593,0.632,198933,4,0.325,0.832,182.184,0.000807,0.186,1,0,0,90
9520,0.112,-13.617,0.75,132178,4,0.373,0.166,92.951,0.841,0.0793,0,0.923,1,62
9521,0.1,-4.893,0.7,228533,4,0.977,0.862,115.019,0.141,0.132,2,0,0,78
9522,0.063,-25.257,0.45,199493,3,0.226,0.0153,81.327,0.994,0.0397,2,0.915,1,24
9523,0.136,-6.507,0.889,277266,4,0.679,0.85,110.063,0.00076,0.0619,1,0.000433,0,44
9524,0.371,-4.224,0.564,225573,4,0.636,0.651,118.611,0.071,0.253,1,0,0,65
9525,0.143,-6.452,0.62,302015,4,0.369,0.643,140.022,0.0999,0.0328,8,0,1,3
9526,0.117,-7.159,0.727,271893,4,0.665,0.685,88.75,0.0351,0.0398,1,4.43e-05,0,76
9527,0.0792,-6.562,0.787,286221,4,0.812,0.902,134.093,0.00286,0.271,6,0.000325,1,34
9528,0.205,-3.279,0.717,167755,4,0.888,0.872,120.026,0.0162,0.0357,11,1.99e-06,1,77
9529,0.0973,-8.42,0.843,188362,4,0.7,0.643,150.033,0.052,0.217,11,0,1,0
9530,0.0646,-5.566,0.83,205499,4,0.565,0.617,118.111,0.0978,0.0932,4,5.96e-05,1,51
9531,0.0825,-7.34,0.651,200480,4,0.776,0.801,133.763,0.123,0.0513,0,0,1,71
9532,0.246,-11.028,0.802,171428,4,0.274,0.318,96.38,0.205,0.289,11,2.2e-05,0,61
9533,0.0852,-7.102,0.317,165906,4,0.0384,0.737,140.079,0.00242,0.174,6,0.13,1,74
9534,0.302,-6.003,0.725,211680,4,0.946,0.903,142.006,0.188,0.0658,0,0,1,71
9535,0.241,-5.4,0.58,240600,4,0.187,0.687,103.85,0.229,0.106,4,0,1,74
9536,0.128,-8.87,0.592,127920,4,0.247,0.709,132.77,0.46,0.0683,9,0.907,0,75
9537,0.24,-3.317,0.553,234058,4,0.964,0.838,94.944,0.582,0.0331,6,0,0,40
9538,0.407,-5.759,0.661,192230,4,0.493,0.857,187.964,0.415,0.28,10,0,1,65
9539,0.0975,-8.251,0.559,285040,4,0.44,0.33,115.982,0.892,0.0285,9,0.0011,1,79
9540,0.105,-8.133,0.917,315400,4,0.455,0.405,154.984,0.0306,0.14,11,0.00698,0,66
9541,0.0739,-4.89,0.652,198383,4,0.601,0.803,118.038,0.299,0.0383,1,0.002,1,49
9542,0.129,-5.678,0.79,184388,4,0.912,0.913,134.018,0.00722,0.0876,9,0,0,46
9543,0.12,-7.706,0.745,222320,4,0.454,0.477,136.055,0.202,0.088,11,0.000424,0,76
9544,0.077,-4.854,0.51,258426,4,0.237,0.759,91.123,0.034,0.0732,1,0.00294,1,69
9545,0.0859,-2.413,0.48,181169,4,0.297,0.976,150.053,0.0672,0.0454,6,0.864,0,50
9546,0.329,-6.327,0.78,229240,4,0.319,0.518,119.998,0.0887,0.273,7,0.000158,1,27
9547,0.841,-4.791,0.63,205946,4,0.268,0.822,125.056,0.00287,0.13,1,0,1,68
9548,0.342,-6.798,0.58,203864,4,0.688,0.733,95.997,0.00128,0.129,7,4.25e-05,0,45
9549,0.112,-3.882,0.603,242973,4,0.445,0.67,107.995,0.00408,0.0309,5,1.66e-06,0,75
9550,0.0388,-6.396,0.772,258000,4,0.51,0.774,105.962,0.249,0.0896,10,0,0,31
9551,0.0417,-3.846,0.754,152862,4,0.523,0.658,115.016,0.00141,0.0339,6,0,1,77
9552,0.115,-3.08,0.695,243493,4,0.513,0.741,83.045,0.655,0.246,5,7.49e-06,0,39
9553,0.364,-4.508,0.662,206701,4,0.404,0.833,144.169,0.0401,0.424,0,0.00163,1,55
9554,0.181,-6.409,0.547,207666,4,0.747,0.814,146.742,0.000829,0.0718,7,0.000129,1,59
9555,0.256,-5.652,0.729,330930,4,0.945,0.763,94.035,0.0992,0.0413,5,0.00135,0,42
9556,0.264,-1.841,0.74,150093,3,0.428,0.958,144.981,0.000683,0.116,7,1.3e-05,1,52
9557,0.105,-6.434,0.778,181243,4,0.489,0.431,90.003,0.564,0.0482,0,0,0,65
9558,0.115,-4.128,0.805,193066,4,0.59,0.469,126.026,0.00501,0.0417,5,2.55e-06,0,18
9559,0.15,-8.282,0.567,204586,4,0.767,0.602,202.351,0.847,0.0786,9,0,0,20
9560,0.0843,-9.733,0.699,305746,4,0.162,0.412,101.171,0.172,0.0443,0,0.15,1,71
9561,0.059,-8.71,0.579,331573,4,0.67,0.824,123.331,0.0992,0.0322,6,0.00903,0,24
9562,0.101,-11.544,0.598,250746,4,0.644,0.391,80.167,0.835,0.0323,6,1.48e-05,1,56
9563,0.248,-5.201,0.598,233706,4,0.767,0.693,75.603,0.0599,0.332,1,1.28e-05,1,54
9564,0.119,-15.692,0.666,174814,4,0.207,0.3,163.604,0.645,0.121,8,0.809,0,49
9565,0.0616,-11.291,0.743,265866,4,0.928,0.437,94.542,0.188,0.0379,2,0.00286,0,43
9566,0.0386,-4.366,0.534,215266,4,0.56,0.605,124.146,0.00865,0.113,2,0.00826,1,64
9567,0.133,-6.771,0.789,252413,4,0.966,0.758,115.992,0.114,0.0395,11,0.858,0,56
9568,0.101,-9.129,0.918,151053,4,0.33,0.103,96.036,0.946,0.104,5,4.67e-06,0,68
9569,0.0343,-8.041,0.749,298133,4,0.615,0.539,108.946,0.0412,0.038,1,0.0132,1,6
9570,0.128,-12.044,0.657,157826,4,0.648,0.461,74.99,0.771,0.089,7,0.000427,1,73
9571,0.0539,-6.813,0.671,333531,4,0.212,0.787,124.009,0.00179,0.104,6,0,1,31
9572,0.0857,-12.574,0.338,241800,4,0.159,0.759,175.025,0.000902,0.057,1,0.934,1,55
9573,0.123,-12.599,0.761,109625,4,0.507,0.152,69.751,0.556,0.258,5,6.49e-06,0,46
9574,0.0764,-7.881,0.767,177139,4,0.485,0.543,106.029,0.049,0.103,1,0,0,82
9575,0.137,-4.695,0.806,256093,4,0.59,0.74,100.02,0.266,0.0313,2,0.00237,1,60
9576,0.175,-14.723,0.53,83376,4,0.19,0.318,154.002,0.91,0.175,2,0.888,1,45
9577,0.248,-2.803,0.633,163216,4,0.364,0.742,120.274,0.00472,0.26,6,0,0,70
9578,0.0721,-4.28,0.748,147615,4,0.326,0.779,130.027,0.00231,0.119,1,0,1,58
9579,0.165,-8.971,0.654,210746,4,0.773,0.696,120.898,0.176,0.0275,7,0.000257,1,45
9580,0.0824,-16.225,0.589,221106,4,0.257,0.242,101.952,0.914,0.0442,6,0,1,82
9581,0.601,-3.69,0.676,189630,4,0.529,0.863,98.039,0.0674,0.0828,0,0.014,1,69
9582,0.401,-7.632,0.456,211794,3,0.325,0.66,170.22,0.444,0.0299,7,0,1,45
9583,0.125,-6.554,0.875,240682,4,0.788,0.891,184.4,0.204,0.222,4,0,1,72
9584,0.101,-10.786,0.429,192480,5,0.255,0.327,83.461,0.86,0.288,1,4.31e-05,0,60
9585,0.113,-17.75,0.528,150506,4,0.621,0.33,90.963,0.876,0.0333,9,0.809,0,45
9586,0.268,-4.552,0.739,202193,4,0.656,0.642,128.047,0.127,0.0461,4,0,1,69
9587,0.167,-2.749,0.687,214289,4,0.671,0.891,100.015,0.191,0.0324,5,0,1,100
9588,0.205,-4.601,0.538,227290,4,0.594,0.897,127.89,0.000313,0.281,8,0,1,42
9589,0.0638,-3.871,0.675,142259,4,0.595,0.93,129.965,0.215,0.069,11,0,0,48
9590,0.123,-11.4,0.865,216346,4,0.855,0.627,90.035,0.0993,0.0603,9,0.213,0,58
9591,0.123,-6.504,0.661,349693,4,0.605,0.725,126.057,0.0253,0.0563,6,0,0,82
9592,0.206,-5.127,0.739,239240,4,0.721,0.807,94.968,0.0159,0.137,1,0,0,54
9593,0.984,-9.35,0.402,152573,4,0.882,0.503,127.717,0.664,0.0626,1,6.45e-06,1,38
9594,0.0506,-7.051,0.635,204700,4,0.749,0.713,179.864,0.321,0.0937,0,0,1,78
9595,0.108,-9.342,0.608,182466,4,0.602,0.419,100.22,0.11,0.0331,6,7.58e-06,1,71
9596,0.329,-4.309,0.528,329680,4,0.591,0.861,149.989,0.0108,0.0518,2,0,1,63
9597,0.349,-14.101,0.461,170000,4,0.403,0.422,98.986,0.678,0.0367,1,0.844,1,39
9598,0.13,-8.553,0.681,173930,4,0.673,0.517,172.02,0.251,0.0554,5,2.11e-06,1,50
9599,0.0623,-3.371,0.548,169586,4,0.274,0.953,120.001,4.1e-05,0.131,5,0.182,0,52
9600,0.156,-5.675,0.649,208186,4,0.15,0.567,75.087,0.206,0.0396,10,0,0,65
9601,0.0445,-7.36,0.817,360720,4,0.912,0.461,69.77,0.315,0.0495,1,1.12e-06,1,53
9602,0.0949,-8.498,0.565,209000,4,0.796,0.793,82.294,0.307,0.0319,7,0,1,29
9603,0.271,-4.154,0.54,235853,4,0.521,0.966,156.073,0.000122,0.0637,10,0.000626,0,48
9604,0.0884,-2.844,0.618,142480,4,0.685,0.954,136.862,0.498,0.08,6,0.00178,1,38
9605,0.0813,-9.019,0.819,189231,4,0.572,0.611,105.063,0.000847,0.219,1,0,1,56
9606,0.259,-4.296,0.901,247373,4,0.329,0.522,104.053,0.0114,0.33,2,0,0,99
9607,0.11,-5.664,0.832,173004,4,0.917,0.585,155.034,0.119,0.376,10,4.58e-05,0,49
9608,0.335,-13.416,0.342,152733,4,0.387,0.135,83,0.95,0.044,8,0.00412,0,33
9609,0.108,-5.593,0.564,181360,4,0.191,0.679,69.942,0.172,0.0369,0,0.00333,1,70
9610,0.106,-7.312,0.504,190471,4,0.25,0.572,151.93,0.493,0.0595,11,0.00118,0,87
9611,0.0937,-8.628,0.634,174710,4,0.562,0.525,140.112,0.0882,0.411,1,0,1,57
9612,0.098,-10.252,0.756,284866,4,0.556,0.493,104.471,0.197,0.0603,3,0.000252,0,52
9613,0.089,-4.761,0.403,288670,4,0.277,0.864,117.022,0.0576,0.0344,2,0.00366,0,47
9614,0.594,-5.324,0.684,197520,4,0.68,0.869,137.315,0.141,0.11,4,0.463,0,51
9615,0.232,-9.813,0.61,200013,4,0.444,0.677,103.946,0.0614,0.0325,4,0,0,72
9616,0.0563,-8.968,0.732,261640,4,0.472,0.72,147.02,0.272,0.0628,11,0,0,82
9617,0.14,-1.339,0.572,251493,4,0.606,0.912,156.073,0.00155,0.0707,7,1.2e-06,1,77
9618,0.26,-9.343,0.715,252306,4,0.573,0.738,97.877,0.00826,0.157,7,0,1,63
9619,0.0853,-6.959,0.904,198889,4,0.716,0.63,106.971,0.00112,0.0975,1,0,0,71
9620,0.219,-4.236,0.544,204813,4,0.396,0.933,123.959,0.0114,0.0315,5,0.00109,0,55
9621,0.0524,-2.842,0.548,168000,4,0.932,0.787,179.942,0.604,0.0543,1,7.21e-05,0,42
9622,0.0718,-8.309,0.547,209000,4,0.91,0.718,156.103,0.328,0.0269,0,0.000586,1,47
9623,0.261,-4.395,0.837,206560,4,0.742,0.847,90.996,0.318,0.309,4,0,1,77
9624,0.121,-6.857,0.661,220000,4,0.39,0.764,91.989,0.22,0.0412,11,0.223,1,38
9625,0.0938,-10.054,0.7,171626,4,0.693,0.396,83.443,0.65,0.189,7,0.00148,1,5
9626,0.133,-5.256,0.688,265951,4,0.25,0.31,75.989,0.0505,0.293,5,0.0875,0,50
9627,0.285,-6.585,0.566,314893,4,0.349,0.805,105.916,0.000399,0.0507,0,0,1,60
9628,0.865,-3.78,0.372,292696,4,0.37,0.977,172.834,0.000141,0.154,8,1.47e-05,1,35
9629,0.225,-7.458,0.664,193000,4,0.604,0.542,145.768,0.481,0.0366,7,0.0232,1,16
9630,0.0778,-4.505,0.585,281266,4,0.71,0.693,66.002,0.0149,0.0311,11,0,0,69
9631,0.212,-8.289,0.392,172055,3,0.24,0.481,79.977,0.92,0.0895,4,0,0,56
9632,0.162,-4.659,0.298,208139,4,0.327,0.825,178.126,0.0463,0.0284,9,0.878,0,4
9633,0.0967,-4.952,0.765,249304,4,0.747,0.793,118.582,0.394,0.0831,2,1.08e-05,0,18
9634,0.045,-8.687,0.775,235218,4,0.743,0.818,80.055,0.358,0.164,7,0,1,65
9635,0.0476,-16.314,0.656,124000,4,0.645,0.228,148.245,0.683,0.135,11,0.479,1,12
9636,0.0619,-5.659,0.564,211817,4,0.318,0.691,92.082,0.0788,0.123,8,0.000132,0,86
9637,0.327,-3.678,0.604,251266,4,0.588,0.984,150.99,0.00041,0.0641,10,0.838,0,76
9638,0.108,-23.684,0.502,228013,4,0.506,0.0548,128.081,0.924,0.0352,1,0.597,1,64
9639,0.0811,-6.439,0.618,74769,4,0.788,0.732,121.554,0.00194,0.0542,7,0.0525,1,61
9640,0.117,-12.633,0.658,221169,4,0.318,0.211,113.019,0.757,0.127,9,0.0969,1,42
9641,0.232,-5.831,0.46,199866,4,0.336,0.871,189.837,0.0116,0.155,10,0.000164,1,77
9642,0.152,-3.674,0.681,334666,4,0.599,0.9,145.028,0.116,0.172,11,1.75e-05,1,73
9643,0.618,-4.667,0.572,207904,4,0.89,0.941,94.095,0.609,0.457,4,0,1,30
9644,0.125,-2.682,0.571,185620,4,0.512,0.937,119.852,0.0997,0.0336,2,0.496,0,80
9645,0.0465,-8.238,0.653,223440,4,0.561,0.507,86.412,0.21,0.118,1,0,1,77
9646,0.237,-5.608,0.637,150459,4,0.527,0.603,119.153,0.573,0.0885,6,0.531,0,23
9647,0.109,-21.57,0.481,214480,4,0.451,0.0132,125.402,0.979,0.039,1,0.0206,1,44
9648,0.1,-5.513,0.597,201250,4,0.309,0.569,119.998,0.581,0.0295,6,0,1,64
9649,0.127,-4.961,0.716,180613,4,0.695,0.76,100.002,0.164,0.0299,7,0,1,51
9650,0.372,-3.998,0.728,253390,4,0.65,0.816,136.048,0.099,0.129,5,0,1,95
9651,0.0955,-12.612,0.793,226519,3,0.659,0.236,79.527,0.851,0.0281,4,2.38e-06,0,58
9652,0.171,-6.293,0.341,184880,4,0.359,0.491,104.506,0.49,0.0523,4,0,1,70
9653,0.126,-9.539,0.72,170760,4,0.939,0.844,101.985,0.149,0.154,2,0,0,48
9654,0.0646,-9.176,0.547,142906,4,0.89,0.523,169.598,0.724,0.0572,0,0,1,51
9655,0.106,-6.487,0.532,143400,4,0.476,0.355,106.417,0.557,0.0336,4,0.0277,1,40
9656,0.322,-7.891,0.73,167094,4,0.647,0.86,129.952,0.199,0.409,7,0.00182,1,77
9657,0.0539,-4.974,0.579,202346,4,0.213,0.862,123.062,0.0203,0.0525,2,0.113,1,58
9658,0.275,-4.246,0.63,209000,4,0.565,0.717,89.99,0.00271,0.11,11,0,1,40
